,target_default,score_3,risk_rate,credit_limit,income,n_defaulted_loans,n_issues,ok_since,n_bankruptcies,score_rating,score_rating_enc,situation
240,0,500.0,0.29,25647.0,16022.73,0.0,7.0,32.0,0.0,medium,3,0
241,0,500.0,0.58,28237.0,54013.26,0.0,18.0,6.0,0.0,medium,3,0
242,0,200.0,0.27,0.0,18072.34,0.0,4.0,32.0,0.0,low,2,0
243,0,530.0,0.29,59007.0,85047.67,0.0,10.0,13.0,0.0,good,1,0
244,0,280.0,0.33,42346.0,37019.11,0.0,19.0,32.0,0.0,low,2,0
245,0,440.0,0.35,25647.0,22023.85,0.0,10.0,32.0,0.0,medium,3,0
246,1,260.0,0.32,25647.0,43021.61,0.0,10.0,10.0,0.0,low,2,cured
247,0,310.0,0.3,25647.0,60030.65,0.0,10.0,32.0,0.0,low,2,0
248,0,280.0,0.22,34973.0,98029.41,0.0,14.0,16.0,0.0,low,2,0
249,0,280.0,0.31,25647.0,40034.5,0.0,10.0,39.0,0.0,low,2,0
250,0,220.0,0.36,25647.0,55036.18,0.0,10.0,32.0,0.0,low,2,0
251,0,260.0,0.23,22273.0,40019.41,0.0,8.0,35.0,0.0,low,2,0
253,1,300.0,0.4,5175.0,72010.28,0.0,8.0,32.0,0.0,low,2,cured
254,1,420.0,0.09,25647.0,35036.02,0.0,10.0,32.0,0.0,medium,3,cured
255,0,380.0,0.27,68998.0,140016.73,0.0,12.0,32.0,0.0,low,2,0
256,1,300.0,0.35,31901.0,70020.47,0.0,7.0,34.0,0.0,low,2,cured
257,0,330.0,0.16,0.0,30021.83,0.0,6.0,32.0,0.0,low,2,0
258,0,360.0,0.27,25647.0,68719.35,0.0,10.0,5.0,0.0,low,2,0
259,0,510.0,0.32,25647.0,95651.86,0.0,10.0,45.0,0.0,good,1,0
260,0,260.0,0.09,27556.0,92020.91,0.0,5.0,32.0,0.0,low,2,0
261,1,300.0,0.28,11922.0,81018.88,0.0,6.0,32.0,0.0,low,2,cured
262,0,340.0,0.23,25647.0,60020.45,0.0,10.0,7.0,0.0,low,2,0
263,0,190.0,0.24,21458.0,90027.94,0.0,11.0,43.0,1.0,low,2,0
264,0,410.0,0.22,36610.0,47011.74,0.0,18.0,34.0,0.0,medium,3,0
265,1,390.0,0.15,0.0,35015.45,0.0,11.0,19.0,0.0,low,2,cured
266,0,350.0,0.42,25647.0,92015.99,0.0,10.0,32.0,0.0,low,2,0
267,0,440.0,0.25,45276.0,105031.78,0.0,16.0,10.0,0.0,medium,3,0
268,1,290.0,0.11,25647.0,32026.34,0.0,15.0,16.0,0.0,low,2,cured
269,0,290.0,0.12,16000.0,50019.54,0.0,10.0,32.0,1.0,low,2,0
270,0,400.0,0.24,25647.0,45014.73,0.0,10.0,32.0,0.0,medium,3,0
271,0,470.0,0.36,44640.0,66270.04,0.0,9.0,36.0,0.0,medium,3,0
273,0,390.0,0.33,25647.0,77038.19,0.0,11.0,29.0,0.0,low,2,0
274,0,460.0,0.19,35992.0,33042.56,0.0,12.0,32.0,0.0,medium,3,0
275,0,190.0,0.2,16575.0,77010.65,0.0,7.0,32.0,0.0,low,2,0
276,0,450.0,0.35,42166.0,35015.71,0.0,19.0,32.0,0.0,medium,3,0
278,1,290.0,0.15,25447.0,135029.16,0.0,8.0,32.0,0.0,low,2,cured
279,0,140.0,0.41,25647.0,126010.72,0.0,10.0,21.0,0.0,low,2,0
280,1,430.0,0.32,59538.0,100038.31,0.0,12.0,32.0,0.0,medium,3,cured
281,0,490.0,0.53,35574.0,45014.58,0.0,7.0,29.0,0.0,medium,3,0
282,0,240.0,0.36,16363.0,98024.34,0.0,5.0,55.0,0.0,low,2,0
283,0,360.0,0.2,25647.0,35424.69,0.0,10.0,32.0,0.0,low,2,0
284,1,420.0,0.45,15958.0,45021.79,0.0,16.0,32.0,0.0,medium,3,cured
285,1,450.0,0.19,25647.0,69012.14,0.0,10.0,38.0,0.0,medium,3,cured
286,0,520.0,0.25,25647.0,62236.54,0.0,10.0,32.0,0.0,good,1,0
287,0,380.0,0.27,36441.0,90022.04,0.0,10.0,18.0,0.0,low,2,0
288,0,370.0,0.27,26774.0,75026.07,0.0,15.0,62.0,0.0,low,2,0
290,0,560.0,0.28,30311.0,37032.62,0.0,9.0,32.0,0.0,good,1,0
291,0,450.0,0.29,51179.0,95013.23,0.0,24.0,6.0,0.0,medium,3,0
292,0,250.0,0.24,4600.0,25008.81,0.0,4.0,32.0,0.0,low,2,0
293,0,410.0,0.47,51565.0,223025.5,0.0,13.0,17.0,0.0,medium,3,0
294,0,330.0,0.24,40497.0,82021.95,0.0,20.0,32.0,0.0,low,2,0
296,0,220.0,0.33,41765.0,108027.24,0.0,19.0,44.0,0.0,low,2,0
297,0,190.0,0.48,33540.0,80025.99,0.0,12.0,32.0,0.0,low,2,0
298,0,470.0,0.31,5776.0,33310.48,0.0,5.0,58.0,0.0,medium,3,0
299,0,270.0,0.21,28254.0,70035.77,0.0,9.0,32.0,0.0,low,2,0
300,0,390.0,0.24,38454.0,80017.17,0.0,20.0,32.0,0.0,low,2,0
301,0,210.0,0.27,25647.0,40021.92,0.0,10.0,32.0,0.0,low,2,0
302,0,430.0,0.3,25306.0,41024.0,0.0,12.0,15.0,0.0,medium,3,0
303,0,260.0,0.54,55896.0,85019.07,0.0,5.0,32.0,0.0,low,2,0
304,0,330.0,0.41,2500.0,39020.28,0.0,5.0,32.0,0.0,low,2,0
305,0,320.0,0.09,37777.0,72520.01,0.0,10.0,32.0,0.0,low,2,0
306,1,370.0,0.27,0.0,30021.11,0.0,10.0,16.0,0.0,low,2,cured
307,0,200.0,0.19,25647.0,60019.74,0.0,10.0,32.0,0.0,low,2,0
308,0,480.0,0.28,25647.0,30019.81,0.0,15.0,32.0,0.0,medium,3,0
309,0,350.0,0.27,78634.0,97016.87,0.0,11.0,32.0,0.0,low,2,0
310,0,150.0,0.24,0.0,51617.52,0.0,7.0,27.0,0.0,low,2,0
311,1,390.0,0.46,41208.0,50035.56,0.0,17.0,32.0,0.0,low,2,cured
312,0,440.0,0.27,19362.0,28021.89,0.0,6.0,32.0,0.0,medium,3,0
313,0,350.0,0.18,15723.0,84018.87,0.0,19.0,32.0,0.0,low,2,0
314,1,450.0,0.18,48317.0,47610.22,0.0,14.0,78.0,0.0,medium,3,cured
315,1,410.0,0.42,16800.0,200029.26,0.0,16.0,11.0,0.0,medium,3,cured
316,1,290.0,0.53,25647.0,26419.31,0.0,10.0,70.0,0.0,low,2,cured
317,0,330.0,0.49,26914.0,74006.1,0.0,8.0,73.0,0.0,low,2,0
318,0,500.0,0.28,53936.0,78034.91,0.0,12.0,32.0,0.0,medium,3,0
319,0,240.0,0.34,0.0,30021.09,0.0,5.0,32.0,0.0,low,2,0
320,0,240.0,0.45,12342.0,90511.2,0.0,16.0,32.0,0.0,low,2,0
321,0,430.0,0.47,35405.0,37137.84,0.0,7.0,32.0,0.0,medium,3,0
322,1,420.0,0.42,25647.0,42016.11,0.0,10.0,32.0,0.0,medium,3,cured
323,0,350.0,0.27,30971.0,48934.89,0.0,4.0,32.0,0.0,low,2,0
325,0,580.0,0.3,25647.0,106020.27,0.0,12.0,21.0,0.0,good,1,0
326,0,260.0,0.17,25647.0,27884.78,0.0,10.0,32.0,0.0,low,2,0
327,0,250.0,0.25,25647.0,61025.86,0.0,5.0,62.0,1.0,low,2,0
328,0,370.0,0.22,36062.0,79542.84,0.0,13.0,39.0,1.0,low,2,0
329,0,340.0,0.31,25647.0,35020.0,0.0,10.0,32.0,0.0,low,2,0
